
45,59,39,59,37,25,11,7,50,41,48,58
47,60,38,59,45,26,17,9,53,49,52,54
41,57,39,53,44,17,12,8,50,60,42,38
42,55,38,50,46,25,21,6,50,43,74,66
35,59,40,54,32,18,14,5,61,51,43,67
41,52,38,49,42,26,20,6,55,42,79,43
47,60,39,51,44,20,17,5,55,47,39,67
39,55,39,50,30,15,17,7,51,51,39,47
45,60,39,53,35,18,16,5,50,54,76,40
45,59,38,52,32,19,17,5,62,54,63,40
43,55,39,50,44,24,19,8,52,59,44,64
48,59,39,54,41,17,17,5,61,70,56,65
41,58,39,59,38,23,21,5,66,51,53,44
38,59,36,51,41,21,14,7,67,76,68,66
42,54,39,45,42,22,14,5,52,75,58,54
40,54,39,54,40,14,20,5,53,64,49,58
47,56,40,47,41,14,16,5,50,54,66,68
46,58,35,56,27,17,11,5,50,43,88,57
45,60,39,50,34,23,18,6,50,70,70,53
38,59,37,56,32,20,19,5,59,48,75,66
41,59,39,57,37,18,15,6,70,79,58,64
48,60,39,47,38,18,13,5,50,73,91,69
49,58,40,56,35,22,10,5,50,63,67,71
47,60,37,46,26,16,13,7,50,45,66,52
47,59,39,45,29,19,17,5,59,47,59,50
48,60,39,41,39,17,12,5,53,91,88,67
49,58,39,47,41,21,12,5,70,55,51,68
42,58,37,54,27,25,11,6,75,79,69,50
47,59,39,46,26,16,11,5,58,53,78,64
49,59,35,53,35,14,13,6,51,81,70,55
48,58,35,49,32,11,10,6,53,62,58,72
50,59,38,54,32,22,13,6,71,60,87,52
50,58,34,49,35,20,11,6,59,96,85,60
47,58,36,40,34,19,16,6,65,62,95,76
44,58,34,48,25,16,13,6,89,85,71,75
47,60,32,45,27,11,14,5,74,71,96,74
50,59,39,47,30,16,11,7,70,88,57,66
49,59,37,46,31,17,10,5,56,53,83,67
50,60,37,50,24,20,13,7,92,54,103,77
47,59,32,55,35,19,10,7,59,79,81,72
50,57,39,39,28,14,10,8,53,77,98,69
46,59,36,44,31,12,12,5,52,82,104,74
46,57,37,45,31,21,12,5,78,98,75,75
50,57,35,51,36,14,10,5,54,71,71,62
49,59,37,53,35,18,10,5,54,68,75,66
47,59,29,46,23,12,10,6,56,64,98,73
47,58,34,44,30,10,13,5,75,95,96,78
49,59,37,51,22,17,11,6,67,96,91,64
45,55,36,49,28,13,10,6,66,72,101,68
46,59,38,42,22,18,10,7,75,62,93,66
48,59,35,44,25,12,10,5,56,84,93,77
47,59,38,33,28,11,12,7,62,99,107,63
48,60,37,45,24,10,10,9,70,108,70,67
48,58,28,45,24,16,11,5,89,106,104,79
46,57,26,33,24,12,11,5,101,64,100,67
49,54,37,34,24,16,10,6,67,72,91,74
49,59,29,45,22,13,10,5,89,107,102,70
47,55,30,35,18,10,11,5,64,73,82,74
49,59,26,46,24,10,10,6,74,120,79,80
49,51,36,42,30,15,10,8,122,86,103,77
50,57,28,39,17,11,10,9,91,99,103,66
49,59,26,42,22,14,11,7,93,103,99,77
50,51,27,40,24,15,10,11,77,109,105,80
50,55,34,38,17,14,10,5,62,110,103,80
47,57,29,36,22,10,10,7,70,114,93,76
49,49,35,29,27,13,10,5,109,107,90,76
50,54,33,44,24,10,10,11,67,107,98,74
48,53,26,28,26,15,10,6,70,110,102,77
